type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
wrong_false_5,unit_14,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Very liberal,Democrat,Disagree,Agree,25.61,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,13.98,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.74,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,95.35,7.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,4.0,https://www.theatlantic.com/health/archive/2020/02/covid-vaccine/607000/,1.0,87.64
wrong_false_5,unit_31,1,50-80,Postgrad. or professional degree (etc.),"20,000 to less than 30,000",Very liberal,Democrat,Disagree,Agree,46.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,46.61,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,37.4,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,48.76,2.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusï½,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,0.0,https://www.foxnews.com/health/packages-coronavirus-china-safe-to-handle,1.0,366.53
wrong_false_5,unit_35,2,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Republican,Agree,Agree,98.99,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,76.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,63.46,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,44.07,2.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,5.0,https://ttlc.intuit.com/community/college-education/discussion/dependent-college-student-summer-income/00/109729,1.0,67.06
wrong_false_5,unit_54,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,25.38,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,30.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,39.96,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,74.8,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,0.0,https://www.factcheck.org/2020/03/meme-misleads-on-hospital-visits-to-children-with-covid-19/,1.0,245.11
wrong_false_5,unit_39,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,No opinion either way,Agree,55.19,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,52.78,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,84.07,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,29.53,4.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,2.0,https://www.toine360.com/post/hair-weave-and-lace-front-made-in-china-may-contain-coronavirus,1.0,214.34
wrong_false_5,unit_34,1,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,30.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,63.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,42.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,48.5,3.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusï½,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,2.0,https://www.wusa9.com/article/news/health/coronavirus/coronavirus-affecting-hair-care-industry-supply/65-f9291431-3c4d-4d1e-832e-aa58a3a8c63b,1.0,204.35
wrong_false_5,unit_16,1,26-35,4 year college/bachelor degree,"10,000 to less than 20,000",Very conservative,Republican,Agree,Disagree,25.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,40.04,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.15,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,47.37,7.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,3.0,https://www.inquirer.com/politics/coronavirus-facebook-hoax-pennsylvania-true-false-20200406.html,1.0,74.87
wrong_false_5,unit_19,2,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Republican,Agree,Agree,21.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,50.4,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,18.41,3.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,4.0,https://www.cnn.com/,1.0,388.54
wrong_false_5,unit_52,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Democrat,Agree,Agree,33.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.97,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.7,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,34.92,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,4.0,https://www.factcheck.org/2020/03/meme-misleads-on-hospital-visits-to-children-with-covid-19/,1.0,364.45
wrong_false_5,unit_53,1,26-35,High school graduate or GED (etc.),"40,000 to less than 50,000",Moderate,Independent,Disagree,Agree,31.33,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,39.52,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,65.87,3.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,0.0,https://medium.com/@lauriestrongin/covid-19-forcing-parents-to-make-impossible-choices-83a9fcc1e3b1,1.0,392.81
wrong_false_5,unit_17,1,36-50,Some college (etc.),"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,34.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,51.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,28.69,7.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,2.0,https://www.snopes.com/fact-check/coronavirus-graph-spreading-faster/,1.0,481.84
wrong_false_5,unit_70,1,36-50,4 year college/bachelor degree,"Less than 10,000",Very conservative,Democrat,Agree,Agree,25.59,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,28.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,30.7,6.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,3.0,https://www.tampabay.com/florida-politics/buzz/2020/03/30/gov-ron-desantis-and-wife-casey-announce-birth-of-3rd-child/,1.0,90.02
wrong_false_5,unit_36,1,19-25,Some college (etc.),"10,000 to less than 20,000",Liberal,Democrat,Disagree,Agree,107.64,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,99.55,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,26.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,29.27,3.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusï½,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,2.0,https://leadstories.com/hoax-alert/2020/02/fact-check-hair-weaves-and-lace-front-wigs-made-in-china-not-likely-to-contain-coronavirus.html,1.0,144.15
wrong_false_5,unit_37,1,26-35,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,37.55,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.33,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,64.89,7.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,1.0,https://leadstories.com/hoax-alert/2020/02/fact-check-hair-weaves-and-lace-front-wigs-made-in-china-not-likely-to-contain-coronavirus.html,1.0,39.54
wrong_false_5,unit_38,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Republican,No opinion either way,Agree,40.06,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,43.05,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,89.71,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,45.89,5.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,3.0,https://leadstories.com/hoax-alert/2020/02/fact-check-hair-weaves-and-lace-front-wigs-made-in-china-not-likely-to-contain-coronavirus.html,1.0,46.11
wrong_false_5,unit_77,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,No opinion either way,Agree,29.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,37.43,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,92.72,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,53.44,2.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,3.0,https://breakingnewsandreligion.online/2020/04/10/florida-governor-falsely-claims-novel-coronavirus-hasnt-killed-anyone-under-25-in-the-us/,1.0,235.69
wrong_false_5,unit_76,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Disagree,Agree,18.19,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,52.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,35.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,113.84,1.0,pants-on-fire_doc7,This particular pandemic is one where I donï½t think nationwide thereï½s been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,1.0,https://arstechnica.com/science/2020/04/cdc-reports-data-on-2500-covid-19-cases-in-kids-including-3-deaths/,1.0,388.94
wrong_false_5,unit_56,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Disagree,Agree,20.99,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,88.71,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,65.88,1.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,0.0,https://www.factcheck.org/2020/03/meme-misleads-on-hospital-visits-to-children-with-covid-19/,1.0,291.77
wrong_false_5,unit_58,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Democrat,Agree,Agree,49.77,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,34.66,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,25.15,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,30.0,6.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/parents-really-being-separated-sick-17987065,1.0,156.27
wrong_false_5,unit_20,1,19-25,Some college (etc.),"100,000 to less than 150,000",Moderate,Democrat,Disagree,Agree,35.65,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,26.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,29.95,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,56.16,0.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,2.0,https://www.newsweek.com/coronavirus-testing-united-states-broken-1490747,1.0,621.27
wrong_false_5,unit_28,2,50-80,Some college (etc.),"40,000 to less than 50,000",Moderate,Independent,Agree,Agree,19.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.9,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,31.71,2.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,5.0,https://www.synonym.com/synonyms/honesty,1.0,362.18
wrong_false_5,unit_71,1,36-50,Some college (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,56.75,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,29.23,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.19,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,21.11,0.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,0.0,https://ijr.com/desantis-under-fire-no-one-under-25-died-coronavirus/,1.0,352.12
wrong_false_5,unit_59,1,26-35,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,36.91,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,24.34,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,41.04,3.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,5.0,https://www.factcheck.org/2020/03/meme-misleads-on-hospital-visits-to-children-with-covid-19/,1.0,398.67
wrong_false_5,unit_72,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,18.87,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,29.8,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,40.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.59,2.0,pants-on-fire_doc7,This particular pandemic is one where I donï½t think nationwide thereï½s been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,0.0,https://www.washingtonpost.com/health/2020/04/08/young-people-coronavirus-deaths/,1.0,231.21
wrong_false_5,unit_74,1,26-35,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Liberal,Republican,Agree,Agree,35.76,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,38.52,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,84.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,42.27,3.0,pants-on-fire_doc7,This particular pandemic is one where I donï½t think nationwide thereï½s been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,4.0,https://politicalwire.com/2020/04/09/desantis-thinks-virus-doesnt-impact-young-people/,1.0,47.21
wrong_false_5,unit_12,1,36-50,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Moderate,Independent,No opinion either way,Agree,27.0,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,90.21,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,38.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,83.19,7.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,1.0,https://www.healthline.com/health-news/how-deadly-is-the-coronavirus-compared-to-past-outbreaks,1.0,183.35
wrong_false_5,unit_57,1,19-25,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,10.52,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,12.27,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.88,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,42.04,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,4.0,https://www.wusa9.com/article/news/verify/do-not-publish-verify-meme-spreads-misinformation-that-children-hospitalized-for-coronavirus-arent-allowed-parents-present/65-1caf421b-1809-418a-a2b4-9f9d18f1e71d,1.0,93.06
wrong_false_5,unit_79,1,50-80,4 year college/bachelor degree,"40,000 to less than 50,000",Very liberal,Republican,Agree,Agree,44.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,35.8,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,88.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,47.33,2.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,1.0,https://politicalwire.com/2020/04/09/desantis-thinks-virus-doesnt-impact-young-people/,1.0,978.46
wrong_false_5,unit_26,2,26-35,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Liberal,Democrat,Agree,Agree,113.95,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.67,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,23.64,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,50.98,5.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,4.0,https://www.nbcnews.com/health/health-news/live-blog/2020-04-03-coronavirus-news-n1175641/ncrd1176591,2.0,77.56
wrong_false_5,unit_29,1,26-35,High school graduate or GED (etc.),"Less than 10,000",Very liberal,Democrat,Disagree,Agree,22.59,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.25,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.84,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,43.51,3.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,1.0,https://www.nbcnews.com/health/health-news/live-blog/2020-04-03-coronavirus-news-n1175641/ncrd1176471,1.0,34.94
wrong_false_5,unit_24,1,36-50,Postgrad. or professional degree (etc.),"75,000 to less than 100,000",Moderate,Independent,No opinion either way,Agree,93.3,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,107.83,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,23.92,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,122.85,1.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,3.0,https://www.cnn.com/2020/04/07/politics/fact-check-trump-inherited-broken-obsolete-coronavirus-tests/index.html,1.0,149.12
wrong_true_5,unit_50,1,50-80,Some college (etc.),"20,000 to less than 30,000",Liberal,Democrat,Disagree,Agree,32.12,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,149.2,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,28.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,36.93,5.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasï½,John Bel Edwards,5/4/2020,CNN interview,5.0,True,4.0,https://www.youtube.com/watch?v=ybFMn3keujg,1.0,405.08
wrong_true_5,unit_68,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Very liberal,Democrat,Disagree,Agree,33.23,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,23.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,15.99,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,31.94,0.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,1.0,https://nypost.com/2020/03/17/cuomo-de-blasio-clash-over-possible-shelter-in-place-system-for-nyc/,1.0,93.12
wrong_true_5,unit_25,1,19-25,High school graduate or GED (etc.),"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,28.78,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,18.62,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,16.91,7.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,5.0,https://talkingpointsmemo.com/news/new-york-subway-transit-coronavirus,1.0,144.38
wrong_true_5,unit_23,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Republican,Disagree,Agree,31.6,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,62.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,52.35,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,119.11,4.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,5.0,https://www.usnews.com/news/us/articles/2020-03-12/nyc-officials-knock-down-train-and-subway-closure-rumors,1.0,119.92
wrong_true_5,unit_61,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Independent,Disagree,Agree,65.09,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,47.21,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,41.96,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,61.12,6.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,5.0,https://www.cnbc.com/2020/03/17/gov-cuomo-says-new-york-city-will-not-be-quarantined-it-cannot-happen.html,1.0,163.8
wrong_true_5,unit_73,1,19-25,4 year college/bachelor degree,"100,000 to less than 150,000",Very liberal,Independent,Disagree,Agree,22.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,70.05,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,27.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,124.42,1.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,5.0,https://www.wral.com/coronavirus/fact-check-are-most-north-carolina-legislators-at-high-risk-for-coronavirus/19016699/,1.0,88.89
wrong_true_5,unit_11,1,26-35,Postgrad. or professional degree (etc.),"150,000 or more",Very liberal,Democrat,Disagree,Agree,26.06,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,22.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,12.09,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,27.16,1.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,5.0,https://www.msn.com/en-us/news/us/did-fda-regulations-slow-testing-for-the-coronavirus-fact-checking-rep-dan-crenshaws-claim/ar-BB12xZBs,1.0,521.41
