file,type,value,rate
correct_false_politifact_5,doc_overall-truthfulness_url,www.csmonitor.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.dmme.virginia.gov,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.engadget.com,0.04
correct_false_politifact_5,doc_overall-truthfulness_url,www.factcheck.org,0.04
correct_false_politifact_5,doc_overall-truthfulness_url,www.forbes.com,0.04
correct_false_politifact_5,doc_overall-truthfulness_url,www.huffpost.com,0.04
correct_false_politifact_5,doc_overall-truthfulness_url,www.imdb.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.jsonline.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.marilynburnsmathblog.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.newsmax.com,0.06
correct_false_politifact_5,doc_overall-truthfulness_url,www.nytimes.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.pilotonline.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.republicanviews.org,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.tampabay.com,0.04
correct_false_politifact_5,doc_overall-truthfulness_url,www.washingtonpost.com,0.08
correct_false_politifact_5,doc_overall-truthfulness_url,www.wifrw.org,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.youtube.com,0.04
correct_true_abc_5,doc_overall-truthfulness_url,blog.epaysystems.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,d3n8a8pro7vhmx.cloudfront.net,0.02
correct_true_abc_5,doc_overall-truthfulness_url,en.m.wikipedia.org,0.02
correct_true_abc_5,doc_overall-truthfulness_url,en.wikipedia.org,0.1
correct_true_abc_5,doc_overall-truthfulness_url,groups.google.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,kevinrudd.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,news.yahoo.com,0.08
correct_true_abc_5,doc_overall-truthfulness_url,theworker1891.blogspot.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.afr.com,0.06
correct_true_abc_5,doc_overall-truthfulness_url,www.amazon.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.aph.gov.au,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.crikey.com.au,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.dailymail.co.uk,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.gov.uk,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.huffingtonpost.com.au,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.ipinst.org,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.motherjones.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.newcastleherald.com.au,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.petermartin.com.au,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.pozogoldsteinny.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.reuters.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.rossgittins.com,0.04
correct_true_abc_5,doc_overall-truthfulness_url,www.sbs.com.au,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.smh.com.au,0.04
correct_true_abc_5,doc_overall-truthfulness_url,www.tai.org.au,0.04
correct_true_abc_5,doc_overall-truthfulness_url,www.theaustralian.com.au,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.theguardian.com,0.12
correct_true_abc_5,doc_overall-truthfulness_url,www.walmart.com,0.02
correct_true_abc_5,doc_overall-truthfulness_url,www.youtube.com,0.1
correct_true_all_10,doc_overall-truthfulness_url,blog.epaysystems.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,boe.cuyahogacounty.us,0.04
correct_true_all_10,doc_overall-truthfulness_url,d3n8a8pro7vhmx.cloudfront.net,0.01
correct_true_all_10,doc_overall-truthfulness_url,en.m.wikipedia.org,0.01
correct_true_all_10,doc_overall-truthfulness_url,en.wikipedia.org,0.13
correct_true_all_10,doc_overall-truthfulness_url,groups.google.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,kevinrudd.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,news.yahoo.com,0.04
correct_true_all_10,doc_overall-truthfulness_url,occupywallst.org,0.01
correct_true_all_10,doc_overall-truthfulness_url,simple.wikipedia.org,0.01
correct_true_all_10,doc_overall-truthfulness_url,supreme.justia.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,theworker1891.blogspot.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.10tv.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.afr.com,0.03
correct_true_all_10,doc_overall-truthfulness_url,www.ajc.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.amazon.com,0.02
correct_true_all_10,doc_overall-truthfulness_url,www.answers.com,0.03
correct_true_all_10,doc_overall-truthfulness_url,www.aph.gov.au,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.at40.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.bestsyndication.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.cato.org,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.cleveland.com,0.09
correct_true_all_10,doc_overall-truthfulness_url,www.commondreams.org,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.crikey.com.au,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.dailymail.co.uk,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.democraticunderground.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.esquire.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.gov.uk,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.hhs.gov,0.02
correct_true_all_10,doc_overall-truthfulness_url,www.huffingtonpost.com.au,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.huffpost.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.huliq.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.ipinst.org,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.motherjones.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.newcastleherald.com.au,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.npr.org,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.orlandoweekly.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.petermartin.com.au,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.pozogoldsteinny.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.researchgate.net,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.reuters.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.rossgittins.com,0.02
correct_true_all_10,doc_overall-truthfulness_url,www.sbs.com.au,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.smh.com.au,0.02
correct_true_all_10,doc_overall-truthfulness_url,www.supremecourt.ohio.gov,0.03
correct_true_all_10,doc_overall-truthfulness_url,www.tai.org.au,0.02
correct_true_all_10,doc_overall-truthfulness_url,www.theaustralian.com.au,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.thebalance.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.theguardian.com,0.06
correct_true_all_10,doc_overall-truthfulness_url,www.todayifoundout.com,0.02
correct_true_all_10,doc_overall-truthfulness_url,www.upi.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.walmart.com,0.01
correct_true_all_10,doc_overall-truthfulness_url,www.youtube.com,0.05
correct_true_politifact_5,doc_overall-truthfulness_url,boe.cuyahogacounty.us,0.08
correct_true_politifact_5,doc_overall-truthfulness_url,en.wikipedia.org,0.16
correct_true_politifact_5,doc_overall-truthfulness_url,occupywallst.org,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,simple.wikipedia.org,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,supreme.justia.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.10tv.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.ajc.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.amazon.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.answers.com,0.06
correct_true_politifact_5,doc_overall-truthfulness_url,www.at40.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.bestsyndication.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.cato.org,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.cleveland.com,0.18
correct_true_politifact_5,doc_overall-truthfulness_url,www.commondreams.org,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.democraticunderground.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.esquire.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.hhs.gov,0.04
correct_true_politifact_5,doc_overall-truthfulness_url,www.huffpost.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.huliq.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.npr.org,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.orlandoweekly.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.researchgate.net,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.supremecourt.ohio.gov,0.06
correct_true_politifact_5,doc_overall-truthfulness_url,www.thebalance.com,0.02
correct_true_politifact_5,doc_overall-truthfulness_url,www.todayifoundout.com,0.04
correct_true_politifact_5,doc_overall-truthfulness_url,www.upi.com,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,apo.org.au,0.04
wrong_false_abc_5,doc_overall-truthfulness_url,associations.net.au,0.04
wrong_false_abc_5,doc_overall-truthfulness_url,blog.petrieflom.law.harvard.edu,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,empire.goodgamestudios.com,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,en.wikipedia.org,0.14
wrong_false_abc_5,doc_overall-truthfulness_url,forums.whirlpool.net.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,government.ru,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,kevinrudd.com,0.08
wrong_false_abc_5,doc_overall-truthfulness_url,m.youtube.com,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,ministers.dese.gov.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,newmatilda.com,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,quizlet.com,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,theconversation.com,0.04
wrong_false_abc_5,doc_overall-truthfulness_url,thenewdaily.com.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.bbc.com,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.careforkids.com.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.chrisbowen.net,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.det.wa.edu.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.education.wa.edu.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.gaadi.com,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.news.com.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.smh.com.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.theguardian.com,0.12
wrong_false_abc_5,doc_overall-truthfulness_url,www.universitiesaustralia.edu.au,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.usa.gov,0.02
wrong_false_abc_5,doc_overall-truthfulness_url,www.youtube.com,0.14
wrong_false_all_10,doc_overall-truthfulness_url,apo.org.au,0.02
wrong_false_all_10,doc_overall-truthfulness_url,archive.jsonline.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,associations.net.au,0.02
wrong_false_all_10,doc_overall-truthfulness_url,blog.petrieflom.law.harvard.edu,0.01
wrong_false_all_10,doc_overall-truthfulness_url,dictionary.cambridge.org,0.01
wrong_false_all_10,doc_overall-truthfulness_url,empire.goodgamestudios.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,en.wikipedia.org,0.13
wrong_false_all_10,doc_overall-truthfulness_url,forums.whirlpool.net.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,government.ru,0.01
wrong_false_all_10,doc_overall-truthfulness_url,kevinrudd.com,0.04
wrong_false_all_10,doc_overall-truthfulness_url,law.justia.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,legis.wisconsin.gov,0.01
wrong_false_all_10,doc_overall-truthfulness_url,m.youtube.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,ministers.dese.gov.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,newmatilda.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,nymag.com,0.02
wrong_false_all_10,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.01
wrong_false_all_10,doc_overall-truthfulness_url,quizlet.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,ruqayah.org,0.01
wrong_false_all_10,doc_overall-truthfulness_url,swampland.time.com,0.02
wrong_false_all_10,doc_overall-truthfulness_url,theconversation.com,0.04
wrong_false_all_10,doc_overall-truthfulness_url,thenewdaily.com.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,votesmart.org,0.01
wrong_false_all_10,doc_overall-truthfulness_url,wisc.jobs,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.bbc.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.benefits.va.gov,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.careforkids.com.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.cbpp.org,0.03
wrong_false_all_10,doc_overall-truthfulness_url,www.celebitchy.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.chrisbowen.net,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.crimecommission.nsw.gov.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.det.wa.edu.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.education.wa.edu.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.fns.usda.gov,0.05
wrong_false_all_10,doc_overall-truthfulness_url,www.forbes.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.gaadi.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.golocalprov.com,0.02
wrong_false_all_10,doc_overall-truthfulness_url,www.imdb.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.linguee.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.merriam-webster.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.news.com.au,0.03
wrong_false_all_10,doc_overall-truthfulness_url,www.newser.com,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.nsw.gov.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.providencejournal.com,0.05
wrong_false_all_10,doc_overall-truthfulness_url,www.rga.org,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.smh.com.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.theaustralian.com.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.theguardian.com,0.06
wrong_false_all_10,doc_overall-truthfulness_url,www.universitiesaustralia.edu.au,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.usa.gov,0.01
wrong_false_all_10,doc_overall-truthfulness_url,www.washingtonpost.com,0.02
wrong_false_all_10,doc_overall-truthfulness_url,www.youtube.com,0.07
wrong_false_politifact_5,doc_overall-truthfulness_url,archive.jsonline.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,dictionary.cambridge.org,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,en.wikipedia.org,0.1
wrong_false_politifact_5,doc_overall-truthfulness_url,law.justia.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,legis.wisconsin.gov,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,nymag.com,0.04
wrong_false_politifact_5,doc_overall-truthfulness_url,ruqayah.org,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,senate.la.gov,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,swampland.time.com,0.04
wrong_false_politifact_5,doc_overall-truthfulness_url,thehill.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,votesmart.org,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,wisc.jobs,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.benefits.va.gov,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.billtrack50.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.businessinsider.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.cbpp.org,0.06
wrong_false_politifact_5,doc_overall-truthfulness_url,www.celebitchy.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.fns.usda.gov,0.1
wrong_false_politifact_5,doc_overall-truthfulness_url,www.forbes.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.golocalprov.com,0.04
wrong_false_politifact_5,doc_overall-truthfulness_url,www.govtrack.us,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.imdb.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.linguee.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.newser.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.nj.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.northjersey.com,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.nysenate.gov,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.providencejournal.com,0.1
wrong_false_politifact_5,doc_overall-truthfulness_url,www.rga.org,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.rpc.senate.gov,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.senate.gov,0.02
wrong_false_politifact_5,doc_overall-truthfulness_url,www.washingtonpost.com,0.04
wrong_true_abc_5,doc_overall-truthfulness_url,7news.com.au,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,au.news.yahoo.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,content.wisestep.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,d3n8a8pro7vhmx.cloudfront.net,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,en.wikipedia.org,0.06
wrong_true_abc_5,doc_overall-truthfulness_url,kevinrudd.com,0.04
wrong_true_abc_5,doc_overall-truthfulness_url,study.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,tradingeconomics.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.answers.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.bloomberg.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.brainyquote.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.businessinsider.com.au,0.06
wrong_true_abc_5,doc_overall-truthfulness_url,www.channel4.com,0.04
wrong_true_abc_5,doc_overall-truthfulness_url,www.imf.org,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.medibank.com.au,0.04
wrong_true_abc_5,doc_overall-truthfulness_url,www.nbcnews.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.news.com.au,0.04
wrong_true_abc_5,doc_overall-truthfulness_url,www.nytimes.com,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.qgso.qld.gov.au,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.reddit.com,0.04
wrong_true_abc_5,doc_overall-truthfulness_url,www.theaustralian.com.au,0.02
wrong_true_abc_5,doc_overall-truthfulness_url,www.theguardian.com,0.12
wrong_true_abc_5,doc_overall-truthfulness_url,www.yourlifechoices.com.au,0.1
wrong_true_abc_5,doc_overall-truthfulness_url,www.youtube.com,0.18
wrong_true_all_10,doc_overall-truthfulness_url,ar-ar.facebook.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,ballotpedia.org,0.03
wrong_true_all_10,doc_overall-truthfulness_url,clarendonlearning.org,0.01
wrong_true_all_10,doc_overall-truthfulness_url,d3n8a8pro7vhmx.cloudfront.net,0.01
wrong_true_all_10,doc_overall-truthfulness_url,en.wikipedia.org,0.08
wrong_true_all_10,doc_overall-truthfulness_url,haysfreepress.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,history.house.gov,0.01
wrong_true_all_10,doc_overall-truthfulness_url,kevinrudd.com,0.02
wrong_true_all_10,doc_overall-truthfulness_url,lrl.texas.gov,0.01
wrong_true_all_10,doc_overall-truthfulness_url,money.cnn.com,0.02
wrong_true_all_10,doc_overall-truthfulness_url,money.usnews.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,muninetguide.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,mustreadalaska.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.02
wrong_true_all_10,doc_overall-truthfulness_url,ontheissues.org,0.01
wrong_true_all_10,doc_overall-truthfulness_url,patterico.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,skeptics.stackexchange.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,slate.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,thehill.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,united-states.reaproject.org,0.01
wrong_true_all_10,doc_overall-truthfulness_url,veteransforisaac.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.bloomberg.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.blueoregon.com,0.04
wrong_true_all_10,doc_overall-truthfulness_url,www.britannica.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.businessinsider.com.au,0.02
wrong_true_all_10,doc_overall-truthfulness_url,www.census.gov,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.channel4.com,0.02
wrong_true_all_10,doc_overall-truthfulness_url,www.cleveland.com,0.03
wrong_true_all_10,doc_overall-truthfulness_url,www.consumerreports.org,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.dailykos.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.detroitnews.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.dispatch.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.etax.com.au,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.facebook.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.forbes.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.fortworthbusiness.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.gray-robinson.com,0.03
wrong_true_all_10,doc_overall-truthfulness_url,www.healthcare.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.imdb.com,0.03
wrong_true_all_10,doc_overall-truthfulness_url,www.imf.org,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.irs.gov,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.macpac.gov,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.marketwatch.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.merriam-webster.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.myfloridahouse.gov,0.02
wrong_true_all_10,doc_overall-truthfulness_url,www.nbcnews.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.nytimes.com,0.03
wrong_true_all_10,doc_overall-truthfulness_url,www.ofbyandfor.us,0.02
wrong_true_all_10,doc_overall-truthfulness_url,www.oregonlive.com,0.02
wrong_true_all_10,doc_overall-truthfulness_url,www.palmbeachpost.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.politico.com,0.02
wrong_true_all_10,doc_overall-truthfulness_url,www.tampabay.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.theaustralian.com.au,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.theguardian.com,0.03
wrong_true_all_10,doc_overall-truthfulness_url,www.usatoday.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.usnews.com,0.04
wrong_true_all_10,doc_overall-truthfulness_url,www.washingtonpost.com,0.02
wrong_true_all_10,doc_overall-truthfulness_url,www.webmd.com,0.01
wrong_true_all_10,doc_overall-truthfulness_url,www.yourlifechoices.com.au,0.04
wrong_true_all_10,doc_overall-truthfulness_url,www.youtube.com,0.03
wrong_true_politifact_5,doc_overall-truthfulness_url,ar-ar.facebook.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,clarendonlearning.org,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,en.wikipedia.org,0.08
wrong_true_politifact_5,doc_overall-truthfulness_url,money.cnn.com,0.04
wrong_true_politifact_5,doc_overall-truthfulness_url,money.usnews.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,muninetguide.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,obamawhitehouse.archives.gov,0.04
wrong_true_politifact_5,doc_overall-truthfulness_url,ontheissues.org,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,patterico.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,slate.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,united-states.reaproject.org,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.blueoregon.com,0.08
wrong_true_politifact_5,doc_overall-truthfulness_url,www.britannica.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.cleveland.com,0.06
wrong_true_politifact_5,doc_overall-truthfulness_url,www.consumerreports.org,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.dailykos.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.dispatch.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.etax.com.au,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.facebook.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.forbes.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.healthcare.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.imdb.com,0.06
wrong_true_politifact_5,doc_overall-truthfulness_url,www.irs.gov,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.marketwatch.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.merriam-webster.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.nytimes.com,0.04
wrong_true_politifact_5,doc_overall-truthfulness_url,www.ofbyandfor.us,0.04
wrong_true_politifact_5,doc_overall-truthfulness_url,www.oregonlive.com,0.04
wrong_true_politifact_5,doc_overall-truthfulness_url,www.palmbeachpost.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.politico.com,0.04
wrong_true_politifact_5,doc_overall-truthfulness_url,www.tampabay.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.usatoday.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.webmd.com,0.02
wrong_true_politifact_5,doc_overall-truthfulness_url,www.youtube.com,0.02
correct_false_abc_5,unit_id,unit_100,0.02
correct_false_abc_5,unit_id,unit_102,0.02
correct_false_abc_5,unit_id,unit_104,0.02
correct_false_abc_5,unit_id,unit_106,0.02
correct_false_abc_5,unit_id,unit_108,0.02
correct_false_abc_5,unit_id,unit_110,0.02
correct_false_abc_5,unit_id,unit_112,0.02
correct_false_abc_5,unit_id,unit_114,0.02
correct_false_abc_5,unit_id,unit_116,0.02
correct_false_abc_5,unit_id,unit_118,0.02
correct_false_abc_5,unit_id,unit_141,0.02
correct_false_abc_5,unit_id,unit_143,0.02
correct_false_abc_5,unit_id,unit_145,0.02
correct_false_abc_5,unit_id,unit_147,0.02
correct_false_abc_5,unit_id,unit_149,0.02
correct_false_abc_5,unit_id,unit_151,0.02
correct_false_abc_5,unit_id,unit_153,0.02
correct_false_abc_5,unit_id,unit_155,0.02
correct_false_abc_5,unit_id,unit_156,0.02
